fpr,tpr
0.0,7.641754546843955e-05
0.0,0.00022925263640531865
0.0,0.0005349228182790768
0.0,0.0006113403637475164
0.0,0.0007641754546843956
0.0,0.0009934280910897143
0.0,0.0012226807274950328
0.0,0.001375515818431912
0.0,0.0014519333639003516
0.0,0.0019104386367109888
0.0,0.002368943909521626
0.0,0.0026746140913953844
0.0,0.003285954455142901
0.0,0.003591624637016659
0.0,0.003973712364358857
0.0,0.0041265474552957355
0.0,0.004279382546232615
0.0,0.004432217637169494
0.0,0.004508635182637934
0.0,0.004661470273574813
0.0,0.005731315910132966
0.0,0.005884151001069845
0.0,0.007336084364970197
0.00010501995379122033,0.007336084364970197
0.00010501995379122033,0.009552193183554944
0.00010501995379122033,0.009705028274491823
0.00010501995379122033,0.012532477456824087
0.00010501995379122033,0.012685312547760966
0.00010501995379122033,0.018187375821488615
0.00010501995379122033,0.018493046003362372
0.00010501995379122033,0.01918080391257833
0.00010501995379122033,0.01933363900351521
0.00010501995379122033,0.031254776096591774
0.00021003990758244065,0.031254776096591774
0.00021003990758244065,0.03133119364206022
0.00021003990758244065,0.0314840287329971
0.00021003990758244065,0.031713281369402414
0.00021003990758244065,0.03583982882469815
0.00021003990758244065,0.03599266391563503
0.00021003990758244065,0.04546843955372153
0.000315059861373661,0.04546843955372153
0.000315059861373661,0.04852514137245912
0.000315059861373661,0.04867797646339599
0.000315059861373661,0.0548677976463396
0.000315059861373661,0.055020632737276476
0.000315059861373661,0.0581537521014825
0.000315059861373661,0.05830658719241938
0.000315059861373661,0.06174537673849916
0.0004200798151648813,0.06174537673849916
0.0004200798151648813,0.06319731010239951
0.0004200798151648813,0.06335014519333639
0.0004200798151648813,0.06426715573895767
0.0005250997689561017,0.06426715573895767
0.0005250997689561017,0.06908146110346935
0.0005250997689561017,0.06923429619440624
0.0005250997689561017,0.07305517346782821
0.000630119722747322,0.07305517346782821
0.000630119722747322,0.0782515665596821
0.000630119722747322,0.07840440165061899
0.000630119722747322,0.08000917010545622
0.0007351396765385423,0.08000917010545622
0.0007351396765385423,0.08253094910591471
0.0008401596303297626,0.08253094910591471
0.0008401596303297626,0.08298945437872536
0.0008401596303297626,0.08329512456059911
0.0008401596303297626,0.08535839828824698
0.000945179584120983,0.08535839828824698
0.000945179584120983,0.08619899128839982
0.000945179584120983,0.0863518263793367
0.000945179584120983,0.088491517652453
0.0010501995379122034,0.088491517652453
0.0010501995379122034,0.08879718783432676
0.0011552194917034237,0.08879718783432676
0.0011552194917034237,0.09330582301696469
0.0011552194917034237,0.09345865810790158
0.0011552194917034237,0.09773804065413419
0.0011552194917034237,0.09789087574507106
0.0011552194917034237,0.09918997401803455
0.0011552194917034237,0.09934280910897142
0.0011552194917034237,0.0998777319272505
0.001260239445494644,0.0998777319272505
0.001260239445494644,0.10255234601864588
0.0013652593992858643,0.10255234601864588
0.0013652593992858643,0.10354577410973559
0.0013652593992858643,0.10369860920067248
0.0013652593992858643,0.10476845483723063
0.0014702793530770846,0.10476845483723063
0.0014702793530770846,0.10690814611034694
0.001575299306868305,0.10690814611034694
0.001575299306868305,0.10759590401956289
0.0016803192606595252,0.10759590401956289
0.0016803192606595252,0.11409139538438025
0.0016803192606595252,0.11424423047531714
0.0016803192606595252,0.11432064802078558
0.0017853392144507457,0.11432064802078558
0.0017853392144507457,0.1178358551123338
0.001890359168241966,0.1178358551123338
0.001890359168241966,0.12295583065871925
0.0019953791220331863,0.12295583065871925
0.0019953791220331863,0.1259361149319884
0.0019953791220331863,0.12608895002292525
0.0019953791220331863,0.12975699220541037
0.002100399075824407,0.12975699220541037
0.002100399075824407,0.13029191502368945
0.002205419029615627,0.13029191502368945
0.002205419029615627,0.13327219929695858
0.002205419029615627,0.13342503438789546
0.002205419029615627,0.1346477151153905
0.0023104389834068474,0.1346477151153905
0.0023104389834068474,0.137169494115849
0.0024154589371980675,0.137169494115849
0.0024154589371980675,0.13846859238881248
0.002520478890989288,0.13846859238881248
0.002520478890989288,0.14435274338988233
0.002625498844780508,0.14435274338988233
0.002625498844780508,0.1451169188445667
0.0027305187985717286,0.1451169188445667
0.0027305187985717286,0.14633959957206175
0.002835538752362949,0.14633959957206175
0.002835538752362949,0.14939630139079932
0.0029405587061541692,0.14939630139079932
0.0029405587061541692,0.15635029802842731
0.0030455786599453897,0.15635029802842731
0.0030455786599453897,0.159941922665444
0.00315059861373661,0.159941922665444
0.00315059861373661,0.16276937184777626
0.00315059861373661,0.16292220693871312
0.00315059861373661,0.16338071221152375
0.0032556185675278303,0.16338071221152375
0.0032556185675278303,0.166895919303072
0.0032556185675278303,0.1671251719394773
0.0032556185675278303,0.16811860003056703
0.0032556185675278303,0.1682714351215039
0.0032556185675278303,0.16850068775790922
0.0032556185675278303,0.1686535228488461
0.0032556185675278303,0.17064037903102552
0.0033606385213190504,0.17064037903102552
0.0033606385213190504,0.17308574048601558
0.003465658475110271,0.17308574048601558
0.003465658475110271,0.17667736512303225
0.0035706784289014915,0.17667736512303225
0.0035706784289014915,0.17782362830505885
0.0036756983826927115,0.17782362830505885
0.0036756983826927115,0.1791227265780223
0.0036756983826927115,0.17942839675989608
0.0036756983826927115,0.18049824239645423
0.003780718336483932,0.18049824239645423
0.003780718336483932,0.18095674766926487
0.003780718336483932,0.18110958276020175
0.003780718336483932,0.1812624178511386
0.003885738290275152,0.1812624178511386
0.003885738290275152,0.18363136176066025
0.003990758244066373,0.18363136176066025
0.003990758244066373,0.18500687757909215
0.004095778197857593,0.18500687757909215
0.004095778197857593,0.19119669876203577
0.004200798151648814,0.19119669876203577
0.004200798151648814,0.1924193794895308
0.004305818105440034,0.1924193794895308
0.004305818105440034,0.19249579703499922
0.004410838059231254,0.19249579703499922
0.004410838059231254,0.1926486321259361
0.004410838059231254,0.192801467216873
0.004410838059231254,0.19333639003515207
0.004410838059231254,0.19348922512608896
0.004410838059231254,0.19432981812624178
0.004515858013022474,0.19432981812624178
0.004515858013022474,0.19547608130826838
0.004620877966813695,0.19547608130826838
0.004620877966813695,0.195934586581079
0.004620877966813695,0.1960874216720159
0.004620877966813695,0.19700443221763717
0.004620877966813695,0.19753935503591624
0.004620877966813695,0.1983799480360691
0.004725897920604915,0.1983799480360691
0.004725897920604915,0.19868561821794284
0.004725897920604915,0.19883845330887973
0.004725897920604915,0.20105456212746448
0.004725897920604915,0.20128381476386978
0.004725897920604915,0.20510469203729176
0.004830917874396135,0.20510469203729176
0.004830917874396135,0.20625095521931835
0.004935937828187356,0.20625095521931835
0.004935937828187356,0.2063273727647868
0.005040957781978576,0.2063273727647868
0.005040957781978576,0.20724438331040806
0.005145977735769796,0.20724438331040806
0.005145977735769796,0.20861989912884
0.005250997689561016,0.20861989912884
0.005250997689561016,0.211753018493046
