score,y_pred,y_true
0.6989092824809261,0,0
0.5189335432766679,0,0
0.568914682108292,0,0
0.40228611174577356,1,0
0.2972434182116651,1,0
0.7459736504148404,0,0
0.7517449278594266,0,0
0.6502468193573543,0,0
0.4817680019214932,1,0
0.6110013604917445,0,0
0.595934699330989,0,0
0.520451529008985,0,0
0.5838469032523768,0,0
0.3320671380814868,1,0
0.8547034203493575,0,0
0.4143925531921181,1,0
0.7383030890096716,0,0
0.7538357179851454,0,0
0.3845354915156133,1,0
0.4691472114388465,1,0
0.355585148118475,1,0
0.48902005686184075,1,0
0.44743811968619274,1,0
0.541292299600189,0,0
0.6002749540830595,0,0
0.6311645252743417,0,0
0.6391561992888614,0,0
0.42033956590490784,1,0
0.47317255111312856,1,0
0.44515270202577184,1,0
0.43734485025856557,1,0
0.508790110033224,1,0
0.41839408095209,1,0
0.8538844842024479,0,0
0.37299419501957914,1,0
0.7506680398649208,0,0
0.80143496142357,0,0
0.7937477513702235,0,0
0.43275739642194927,1,0
0.6114203284913041,0,0
0.3160859662787538,1,0
0.4849552364402783,1,0
0.41344322442193354,1,0
0.7193928216084212,0,0
0.5851156290919716,0,0
0.43167133035367705,1,0
0.9388123432591676,0,0
0.5,1,0
0.9682238250823112,0,0
0.56732540799696,0,0
0.8555822024010327,0,0
0.3918229294863348,1,0
0.2581001346588862,1,0
0.38760052092825165,1,0
0.6990531281400311,0,0
0.7205017493847393,0,0
0.8562760345643069,0,0
0.8336396135459151,0,0
0.4512079843409128,1,0
0.7433887704278522,0,0
0.761483729803485,0,0
0.6515872370740878,0,0
0.33353629775002464,1,0
0.4145342414494382,1,0
0.5237498900705376,0,0
0.4842290864123451,1,0
0.5348458927996572,0,0
0.560559480579883,0,0
0.6396533140811853,0,0
0.3375617318372637,1,0
0.5182872252298238,0,0
0.5309274567838138,0,0
0.45733725778297346,1,0
0.5517408144422482,0,0
0.4892817130412471,1,0
0.6933524377996326,0,0
0.4509125394394452,1,0
0.8352522173043008,0,0
0.33623906413005467,1,0
0.9857206364729618,0,0
0.4096922568282394,1,0
0.8338016133597943,0,0
0.38213967716447134,1,0
0.7281436158789822,0,0
0.7687391077209428,0,0
0.5648593031990938,0,0
0.6482637694369919,0,0
0.3352940814382427,1,0
0.4782101777601888,1,0
0.3671835201749622,1,0
0.5177949688820567,0,0
0.36890652212593816,1,0
0.24273023312452285,1,0
0.7336363160827573,0,0
0.45519133817877594,1,0
0.6782354206151511,0,0
0.7144655577640143,0,0
0.9853288766041293,0,0
0.8504229530351607,0,0
0.6614289018150963,0,0
0.6347969454259734,0,0
0.15707665292576153,1,0
0.6808271858451099,0,0
0.34278511030940834,1,0
0.3479459078381456,1,0
0.8480412744764659,0,0
0.8269042557694243,0,0
0.640614266228687,0,0
0.5900010950901862,0,0
0.48090746808399937,1,0
0.8056004752132316,0,0
0.3392702874899625,1,0
0.6014717052536923,0,0
0.6368980333185746,0,0
0.3784542950735784,1,0
0.36851637691650463,1,0
0.5773401747524199,0,0
0.4237300771201687,1,0
0.4888212546473495,1,0
0.6631836632210869,0,0
0.5608707292964252,0,0
0.8077215197598562,0,0
0.8327245386844845,0,0
0.3665732309507398,1,0
0.7463328681738108,0,0
0.8651521925231958,0,0
0.6438409171822083,0,0
0.7803878980950445,0,0
0.35788859825848296,1,0
0.23504144122939985,1,0
0.39823513506476443,1,0
0.3264775266175436,1,0
0.3201955458574017,1,0
0.9052957058150247,0,0
0.5897111555185803,0,0
0.4000150272876073,1,0
0.2661034541629259,1,0
0.9569154704530826,0,0
0.2768315975761538,1,0
0.35258031627424147,1,0
0.4078189976665828,1,0
0.9745166006560215,0,0
0.9707808571882383,0,0
0.6947063509762365,0,0
0.6212176545961816,0,0
0.8938628212237245,0,0
0.23849693205659012,1,0
0.5780087840553515,0,0
0.40864784448521363,1,0
0.4366130404686648,1,0
0.9916543420383445,0,0
0.5171470008073513,0,0
0.35747663009984504,1,0
0.5419119716883566,0,0
0.40236476079751415,1,0
0.5198071513785655,0,0
0.3816569401693076,1,0
0.6985716591803784,0,0
0.3183419009840594,1,0
0.7751197779152967,0,0
0.5281107401861646,0,0
0.33232418852211787,1,0
0.9900484046769874,0,0
0.3582158713235512,1,0
0.8017279035386278,0,0
0.9292999688374997,0,0
0.5818239978341514,0,0
0.38403552457197443,1,0
0.8081715310208728,0,0
0.5779044814249362,0,0
0.4774127745576634,1,0
0.6173080251926284,0,0
0.511133316244026,0,0
0.4806206022953558,1,0
0.23117235545730114,1,0
0.8082889047109532,0,0
0.6860822270096916,0,0
0.663383293456372,0,0
0.8593116538383834,0,0
0.9846486799099085,0,0
0.755157037858793,0,0
0.6596845093643896,0,0
0.6406298255247478,0,0
0.4177646518484492,1,0
0.36200755826125974,1,0
0.23958091215523067,1,0
0.837202283142579,0,0
0.5,1,0
0.2119071283719196,1,0
0.7897528114478791,0,0
0.5778554375149839,0,0
0.9610698110977163,0,0
0.49185985332421,1,0
0.3161172562330067,1,0
0.5559977999428428,0,0
0.747998846803624,0,0
0.5947001040928328,0,0
0.4810349551590069,1,0
0.5260652129925555,0,0
0.7120078761865294,0,0
0.8466435497499815,0,0
0.46493263231120674,1,0
0.40282482553798094,1,0
0.46142006555100834,1,0
0.6547683145452184,0,0
0.5714740842440498,0,0
0.4712362638987156,1,0
0.7588997992354003,0,0
0.9891908046778938,0,0
0.9042551819670683,0,0
0.7523927232512115,0,0
0.6227960681242887,0,0
0.43575009896234707,1,0
0.54260852314296,0,0
0.8030025845374198,0,0
0.47940465655121556,1,0
0.57676686352689,0,0
0.9244737177603388,0,0
0.5,1,0
0.35861088355824033,1,0
0.3850542929599881,1,0
0.3290831777629375,1,0
0.41997688321902166,1,0
0.45544730453120197,1,0
0.9966775674910275,0,0
0.8207440710475893,0,0
0.8705490157674521,0,0
0.7003266596273761,0,0
0.4352533494211322,1,0
0.9972336014607868,0,0
0.39152880916115496,1,0
0.7276014377126774,0,0
0.3552093124609008,1,0
0.3523890131932908,1,0
0.3309434972086635,1,0
0.6476483838087305,0,0
0.4934213513338801,1,0
0.47917245782737244,1,0
0.6628028793894986,0,0
0.4532852389125635,1,0
0.454187621329599,1,0
0.54401960902933,0,0
0.6674276627343974,0,0
0.38838108855214065,1,0
0.2824440140439543,1,0
0.697841134028782,0,0
0.4253328527172138,1,0
0.5163078216404657,0,0
0.7775834866854148,0,0
0.7646550469192147,0,0
0.5058203115715011,1,0
0.7100186785584174,0,0
0.21877232288303147,1,0
0.9013976477715303,0,0
0.7350174154183872,0,0
0.23118659449475032,1,0
0.9183807147314963,0,0
0.6955001748243121,0,0
0.4624280949776555,1,0
0.5,1,0
0.7082673543799239,0,0
0.5141740538470677,0,0
0.46354715937420327,1,0
0.6107347742438698,0,0
0.5876056414592907,0,0
0.5956880847575927,0,0
0.6141210912797712,0,0
0.3190948149717397,1,0
0.9476119907069844,0,0
0.48995230297731107,1,0
0.7919573623481957,0,0
0.5527153369640199,0,0
0.9020800428248172,0,0
0.819817367921484,0,0
0.5,1,0
0.9705668052844536,0,0
0.4721749812812468,1,0
0.4019677678640282,1,0
0.8249377639417179,0,0
0.32200776086813265,1,0
0.4561582554511294,1,0
0.4715775473055552,1,0
0.45034728554925035,1,0
0.5,1,0
0.4831101172364019,1,0
0.2147231813238305,1,0
0.5,1,0
0.5142415615768207,0,0
0.8153967965014266,0,0
0.758232669991364,0,0
0.7622140329875882,0,0
0.5990108413561553,0,0
0.6373776100556708,0,0
0.4026496945968504,1,0
0.5810674686903098,0,0
0.8125431789614981,0,0
0.940590716699713,0,0
0.6555465996209675,0,0
0.5207190386709452,0,0
0.935308680576479,0,0
0.5947660667544868,0,0
0.5113513287639024,0,0
0.7837567816408021,0,0
0.46964077430895496,1,0
0.5,1,0
0.3932184310879337,1,0
0.4205036931052878,1,0
0.4358345431632177,1,0
0.5,1,0
0.4541328278938212,1,0
0.4114776003956804,1,0
0.796177991625276,0,0
0.619928481574318,0,0
0.7590402054571186,0,0
0.8215777473667757,0,0
0.5281140210865183,0,0
0.6856005029820224,0,0
0.46346640354162877,1,0
0.4760186006614722,1,0
0.570630796974671,0,0
0.2943936992817542,1,1
0.26487339510752145,1,1
0.5780177876057333,0,1
0.3003394369064587,1,1
0.473829299813892,1,1
0.5218504597347652,0,1
0.34172812892201504,1,1
0.22777301820500953,1,1
0.32580655932022984,1,1
0.7380783672662826,0,1
0.7235390544791878,0,1
0.32491739648264867,1,1
0.26388784373511953,1,1
0.36990948463431106,1,1
0.31912173009950057,1,1
0.4908176524943142,1,1
0.384081989233509,1,1
0.3012334809090209,1,1
0.381285489967275,1,1
0.6696515629444649,0,1
0.37419543723077026,1,1
0.337677340001982,1,1
0.4428421221110688,1,1
0.5,1,1
0.5795244962883579,0,1
0.4182530761353591,1,1
0.5586713106000404,0,1
0.4915588202129153,1,1
0.32653163420227976,1,1
0.21771992683295666,1,1
0.31844188913234905,1,1
0.6039768319529353,0,1
0.6532861030502656,0,1
0.46988954914837133,1,1
0.2198904718810388,1,1
0.26836658529527896,1,1
0.272189934205623,1,1
0.571922758993664,0,1
0.3654010981607802,1,1
0.2571472881725048,1,1
0.47316153343801387,1,1
0.6052169059525516,0,1
0.5,1,1
0.511392661525836,0,1
0.2904276313219983,1,1
0.4277519731627089,1,1
0.4910602499323338,1,1
0.19390402846536547,1,1
0.6217504518836388,0,1
0.3399895065713983,1,1
0.5,1,1
0.29034242903325286,1,1
0.35317413596866154,1,1
0.47007101119208844,1,1
0.7014415670176561,0,1
0.7612352818345274,0,1
0.46907805617018083,1,1
0.7014320919880538,0,1
0.5445158905826413,0,1
0.3175013540525464,1,1
0.43186975074416956,1,1
0.45182218894226794,1,1
0.4046528930622638,1,1
0.547556222964877,0,1
0.2690540944177544,1,1
0.32784875395760826,1,1
0.423920569183262,1,1
0.4617120577149129,1,1
0.4336271325887219,1,1
0.45084739112791405,1,1
0.40400122945083805,1,1
0.5384466343716922,0,1
0.3588633329412099,1,1
0.23536451763309305,1,1
0.9373394623257862,0,1
0.32462519834802156,1,1
0.550351633462601,0,1
0.27566030006559133,1,1
0.6384226472205055,0,1
0.2811798172541147,1,1
0.6367071736489965,0,1
0.4202937399171674,1,1
0.3732980831440002,1,1
0.8278662032236888,0,1
0.26723122017063927,1,1
0.5060862014291919,1,1
0.5467974255971666,0,1
0.37050702979017086,1,1
0.5091735460078293,0,1
0.5185280268150056,0,1
0.301774614349806,1,1
0.32313589456222036,1,1
0.3596499631186129,1,1
0.4661129375405411,1,1
0.1533013873071516,1,1
0.5333544020420645,0,1
0.5,1,1
0.14792314846612992,1,1
0.34359830395858953,1,1
0.4094100831232875,1,1
0.3533467181607665,1,1
0.24927933065981195,1,1
0.29120719496875186,1,1
0.31411273737637674,1,1
0.548916642664308,0,1
0.33250061068251296,1,1
0.6069975475537731,0,1
0.45864636196636754,1,1
0.4938892916436434,1,1
0.15707514042061183,1,1
0.4711969271800099,1,1
0.5151487746088912,0,1
0.46667764896738123,1,1
0.48024545844501026,1,1
0.34550695706036444,1,1
0.8420406193693402,0,1
0.33358366156581526,1,1
0.4297776397243853,1,1
0.4381673893904074,1,1
0.5,1,1
0.5627566272509895,0,1
0.6786490735525134,0,1
0.4859918944216683,1,1
0.6096473318803118,0,1
0.22568674457352406,1,1
0.35675387257694674,1,1
0.28427800935644615,1,1
0.43008289237558983,1,1
0.543753234464031,0,1
0.5867847353958199,0,1
0.29644331978765215,1,1
0.457566690195655,1,1
0.3980784356890123,1,1
0.27439091940971916,1,1
0.37952090632933766,1,1
0.8262447679784475,0,1
0.5512262211153479,0,1
0.3369975234911555,1,1
0.4027489879001648,1,1
0.5591276133979419,0,1
0.6966337419359944,0,1
0.2901591532470604,1,1
0.40060238116821645,1,1
0.3490131824941998,1,1
0.413929100979285,1,1
0.6284651199706016,0,1
0.5,1,1
0.5708537247999694,0,1
0.26677072167271276,1,1
0.23741703222626784,1,1
0.320932294975306,1,1
0.4735649411135352,1,1
0.42579058363921657,1,1
0.32070051177453485,1,1
0.6584786161015238,0,1
0.4930527004164259,1,1
0.7409814588660217,0,1
0.5198475260336889,0,1
0.7683757516361519,0,1
0.747891772611267,0,1
0.22584055477023735,1,1
0.2768544156618413,1,1
0.4563925105505435,1,1
0.1502460836598569,1,1
0.7820675362406468,0,1
0.2154618118670665,1,1
0.15944792533401456,1,1
0.3642067285171694,1,1
0.5594809322740104,0,1
0.25503333102447034,1,1
0.6105578522198915,0,1
0.42662479702395206,1,1
0.5,1,1
0.7267153107704325,0,1
0.6684642709183093,0,1
0.5674231368286874,0,1
0.4674572048175983,1,1
0.5405496659781605,0,1
0.6964766185335949,0,1
0.5285968048682359,0,1
0.3185269541035127,1,1
0.512196941277375,0,1
0.5434502592470889,0,1
0.6353470475020121,0,1
0.6517694149315745,0,1
0.36761969672097167,1,1
0.685390135565085,0,1
0.2667968306254807,1,1
0.3211958637398895,1,1
0.5636811756876173,0,1
0.19507135213883287,1,1
0.2258837707488686,1,1
0.3551862735274293,1,1
0.2814690643032098,1,1
0.2807032367960695,1,1
0.7618406803898472,0,1
0.29617767144630025,1,1
0.45230540973323363,1,1
0.258017644473715,1,1
0.5858646216533259,0,1
0.3212814477634948,1,1
0.2717207052812718,1,1
0.34606582486930765,1,1
0.27534542652683586,1,1
0.14031735805303258,1,1
0.5408943322586547,0,1
0.6325917026605765,0,1
0.4886372383510126,1,1
0.47842518601160267,1,1
0.45364709780956164,1,1
0.44293895894839874,1,1
0.40270231434801,1,1
0.28888766705493907,1,1
0.4129762507489406,1,1
0.40623716947537153,1,1
0.16889129817752047,1,1
0.4393180153944975,1,1
0.26813666142113934,1,1
0.7884285462476465,0,1
0.41951667157816924,1,1
0.39796801266940546,1,1
0.5833163138728115,0,1
0.41299679275319184,1,1
0.5056042471527118,1,1
0.593964711014903,0,1
0.9817683400179427,0,1
0.4245788696956922,1,1
0.42825110314656356,1,1
0.20876033271356692,1,1
0.3645075533940761,1,1
0.5437874012065955,0,1
0.25396958205597603,1,1
0.22526365245859462,1,1
0.5821176901902227,0,1
0.4425885635821026,1,1
0.5438365183698912,0,1
0.6300312208396298,0,1
0.5762278103310613,0,1
0.2614762133574877,1,1
0.5232117971506478,0,1
0.3799953452273251,1,1
0.31533521800701453,1,1
0.6011991505180668,0,1
0.18884791847081697,1,1
0.36040399689147395,1,1
0.459013275143098,1,1
0.2332018712517768,1,1
0.24407001739348141,1,1
0.5,1,1
0.7131332556857958,0,1
0.34723921926128676,1,1
0.4878736628285685,1,1
0.6026905384635273,0,1
0.2093762132914599,1,1
0.42385872494608967,1,1
0.4068277327812267,1,1
0.23559599869698808,1,1
0.3387319118526268,1,1
0.5062538242831985,1,1
0.3111008792783447,1,1
0.7187410745444309,0,1
0.6875950858712022,0,1
0.45582902549002047,1,1
0.1788446798310903,1,1
0.6440784570637758,0,1
0.24857826765892338,1,1
0.30796242177987826,1,1
0.5654704604735563,0,1
0.6777853441439113,0,1
0.17777689471528849,1,1
0.3636360961834264,1,1
0.4149844785266565,1,1
0.29815328176916733,1,1
0.3537556409440093,1,1
0.5944432809465149,0,1
0.49176904863151183,1,1
0.18976668897002794,1,1
0.4436015640459311,1,1
0.3018645905128532,1,1
0.27616107505587223,1,1
0.5398567189043028,0,1
0.4078292028692493,1,1
0.4343296590186845,1,1
0.6590497065028288,0,1
0.6354851880988455,0,1
0.5211141893225976,0,1
0.26925679335253727,1,1
0.24846811990641865,1,1
0.36294579229932644,1,1
0.32500409872534664,1,1
0.40961327032247496,1,1
0.7541051608145116,0,1
0.829718041388876,0,1
0.34380336872094464,1,1
0.2634809672366547,1,1
0.2249542427015365,1,1
0.1951640382292441,1,1
0.15246272445556597,1,1
0.39747565106181776,1,1
0.47692180905732845,1,1
0.5,1,1
0.2676279191045365,1,1
0.5485385350310212,0,1
0.3866991469183834,1,1
0.38178332771685886,1,1
0.23040197372678253,1,1
0.2534371130741787,1,1
0.46799539076745805,1,1
0.753648545000484,0,1
0.5,1,1
0.571790498672074,0,1
0.26441258669439505,1,1
0.37814899397760016,1,1
0.27398749042308873,1,1
0.33651827251231897,1,1
0.2559760633159948,1,1
0.5397387191159425,0,1
0.2731614976625969,1,1
0.5543215463983783,0,1
0.400691107614462,1,1
0.3099464164789877,1,1
0.5641599486760468,0,1
0.5163361463339238,0,1
0.3214701905319833,1,1
0.32751297962771936,1,1
0.1310703071636111,1,1
0.42412413547136885,1,1
0.22344521336374032,1,1
0.5080254731696042,1,1
0.44004292704387604,1,1
0.47277871478438793,1,1
0.4185418314774001,1,1
0.2126333474463408,1,1
0.2680689138122189,1,1
0.5,1,1
0.3056145104782717,1,1
0.34601772120980123,1,1
0.24876269709030424,1,1
0.37972430176729455,1,1
0.9943554693617686,0,1
0.597114824284021,0,1
0.3355320309295688,1,1
0.4816162609068432,1,1
0.4256006738953344,1,1
0.4633037378015064,1,1
0.24782476112713903,1,1
0.2034424410909509,1,1
0.48899933405094304,1,1
0.5631163422219426,0,1
0.6773160027644608,0,1
0.24544597503188278,1,1
0.20165072905791467,1,1
0.472396486550027,1,1
0.41473261776266945,1,1
0.4662065970880883,1,1
0.1990890552703356,1,1
0.5234506971861264,0,1
0.3270598876790947,1,1
0.3415311456546284,1,1
0.4943046953751525,1,1
0.4431200074264629,1,1
0.30607776829968963,1,1
0.27626708571336506,1,1
0.35183504550653444,1,1
0.5905214889879823,0,1
0.5,1,1
0.4049463870906843,1,1
0.5734834061022199,0,1
0.23600517490987846,1,1
0.47970549847749033,1,1
0.5,1,1
0.48677091426858615,1,1
0.40166309134210376,1,1
0.4148774247227402,1,1
0.29341545016848314,1,1
0.45667783164768955,1,1
0.33425165344751684,1,1
0.3440398518223678,1,1
0.2549959132466656,1,1
0.5410396899941368,0,1
0.5859183551034711,0,1
0.7671180645554022,0,1
0.262923713359673,1,1
0.28759793502625647,1,1
0.2832368893065382,1,1
0.32139938234830445,1,1
0.6127972045436613,0,1
0.2773395875143688,1,1
0.4047197185884209,1,1
0.6443666296997239,0,1
0.4691455579498475,1,1
0.37374514173961093,1,1
0.38562239151829925,1,1
0.41264009523545425,1,1
0.35986218464466724,1,1
0.4346741681927924,1,1
0.41860607221724017,1,1
0.5238198752546718,0,1
0.6282116356108411,0,1
0.4838543715299513,1,1
0.7312835585874304,0,1
0.25901573502137964,1,1
0.41312724646308113,1,1
0.6628457396312346,0,1
0.29434432904489854,1,1
0.36726067846197963,1,1
0.6048739926001974,0,1
0.3068454509358101,1,1
0.42576917862075464,1,1
0.592000570920808,0,1
0.6508850453171663,0,1
0.29287709752341545,1,1
0.4391083360153708,1,1
0.35673919877371946,1,1
0.571186729345921,0,1
0.5785827666356738,0,1
0.512244632848729,0,1
0.4558211946907436,1,1
0.4260637789526058,1,1
0.4457442789786357,1,1
0.2774524698678705,1,1
0.32114784478580666,1,1
0.3504369848981605,1,1
0.17558508527965572,1,1
0.4472787421152813,1,1
0.29741002329669086,1,1
0.9822449809394168,0,1
0.2790891351480086,1,1
0.2618270378816982,1,1
0.2278215180649052,1,1
0.573160640269388,0,1
0.5380968388521065,0,1
0.43889419611811437,1,1
0.38417663814782804,1,1
0.7018751431259197,0,1
0.3855925393370573,1,1
0.4041544794897955,1,1
0.32183747348482555,1,1
0.48504309483628466,1,1
0.5222238453340511,0,1
0.576486042113957,0,1
0.663770832053362,0,1
0.3119660158111872,1,1
0.5259791579685816,0,1
0.3316832135692351,1,1
0.4346292701595765,1,1
0.2265192873845913,1,1
0.5,1,1
0.271947400094953,1,1
0.22035323655913153,1,1
0.15371583380761028,1,1
0.30861894653205807,1,1
0.60303905291426,0,1
0.22526864707239921,1,1
0.20771908002628986,1,1
0.4931997856272188,1,1
0.602571604960171,0,1
0.5880636938645424,0,1
0.5994966093206029,0,1
0.2278161718820121,1,1
0.3893466573904546,1,1
0.6375274907469692,0,1
0.4458681120667074,1,1
0.45468907603284714,1,1
0.20794111940008145,1,1
0.30322267815623877,1,1
0.38941509445554506,1,1
0.29826255800222046,1,1
0.23063484609099683,1,1
0.7449872320991903,0,1
0.2540475658528928,1,1
0.24813077431876948,1,1
0.6114279184332994,0,1
0.5,1,1
0.589105702473923,0,1
0.30983956445420274,1,1
0.4254556395675222,1,1
0.292099857156651,1,1
0.27195526633715955,1,1
0.5982685988868804,0,1
0.3833347407075028,1,1
0.4168507826443758,1,1
0.5623541602300772,0,1
